ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
TKT-000841,Disk space full on FILE-SRV-01,Automated backup job failed for MAIL-SRV-02. Error code: ERR_004. Data integrity risk identified.,Infrastructure,Critical,Restarted Mail Service service and verified functionality. Implemented monitoring alerts for early detection.,2026-02-16 10:36:48,Closed,50
TKT-000842,Data sync issues in ERP,API calls to Mail Service timing out after 74 seconds. Salesforce dependent operations failing.,Application,Critical,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,2025-12-14 10:36:48,Resolved,65
TKT-000843,Database backup failed for InventoryDB,Replication lag detected in CustomerDB cluster. Secondary nodes 241 seconds behind primary.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2025-11-18 10:36:48,Resolved,26
TKT-000844,Malware detected on workstation WS-001,User mike.wilson reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,Critical,Renewed SSL certificate for company.com. Certificate installed and verified across all services.,2025-08-01 10:36:48,Closed,2
TKT-000845,SSL certificate expiring for company.com,User jane.smith reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,High,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,2025-04-19 10:36:48,Closed,7
TKT-000846,Transaction log full in CustomerDB,Data integrity check found corruption in [table_name]. 3310 records potentially affected.,Database,Critical,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2025-05-18 10:36:48,Closed,8
TKT-000847,Database deadlock issues in ProductionDB,Applications experiencing connection timeouts to AnalyticsDB. Connection pool showing [pool_size] active connections.,Database,Low,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2026-01-18 10:36:48,Closed,25
TKT-000848,Database connection timeout - InventoryDB,Transaction log for AnalyticsDB at 70% capacity. Write operations may fail soon.,Database,Low,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2026-02-18 10:36:48,Resolved,53
TKT-000849,DNS resolution failures for api.company.com,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Low,Identified faulty network cable and replaced. Connectivity restored to Remote Site with 0% packet loss.,2025-12-20 10:36:48,Resolved,71
TKT-000850,Server MAIL-SRV-02 not responding,Memory consumption increasing steadily on DB-SERVER-02. 12GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,2025-03-22 10:36:48,Closed,24
TKT-000851,Group membership review for [group_name],Service account 31 password expired. [dependent_services] services affected.,Access Management,Critical,Reset service account 26 password. Updated [dependent_services] service configurations.,2025-05-10 10:36:48,Resolved,10
TKT-000852,Account lockout for user david.brown,User mike.wilson requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Medium,Configured MFA for david.brown using [device_type]. Authentication testing successful.,2025-10-18 10:36:48,Resolved,5
TKT-000853,Privileged account audit request,User david.brown account locked after 4 failed login attempts. Password reset requested.,Access Management,Low,Completed role-based access review for [department]. 22 access changes implemented.,2025-03-25 10:36:48,Closed,30
TKT-000854,Antivirus signature update failed,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,High,Fixed antivirus update service and deployed latest definitions to all 46 workstations.,2025-07-18 10:36:48,Closed,51
TKT-000855,User unable to login to HRMS,UI components in ERP not rendering properly on [browser]. CSS/JavaScript conflicts suspected.,Application,Low,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,2026-02-11 10:36:48,Resolved,43
TKT-000856,Antivirus signature update failed,Critical security patches available for AWS Console. CVE-[cve_id] vulnerability needs immediate attention.,Security,Low,Fixed antivirus update service and deployed latest definitions to all 49 workstations.,2026-02-21 10:36:48,Resolved,17
TKT-000857,Bandwidth utilization high on [interface],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Medium,Expanded DHCP pool range for subnet [subnet]. Additional 40 IP addresses available.,2025-07-15 10:36:48,Closed,61
TKT-000858,Memory leak detected on FILE-SRV-01,Hardware diagnostic reports failure on FILE-SRV-01. Component replacement required. Service impact expected.,Infrastructure,High,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,2025-05-24 10:36:48,Resolved,47
TKT-000859,Power outage affecting datacenter rack R2,Disk usage on PROD-WEB-01 has reached 93% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2025-12-17 10:36:48,Closed,58
TKT-000860,High latency on network segment [segment],Network latency on segment [segment] increased to 302ms. Application performance affected.,Network,Low,Corrected VLAN [vlan_id] configuration on SW-MGMT-01. Inter-VLAN routing restored.,2025-12-21 10:36:48,Closed,37
TKT-000861,Access revocation for terminated employee,User mike.wilson requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Medium,Completed privileged account audit. 10 findings documented and remediation planned.,2025-04-27 10:36:48,Resolved,2
TKT-000862,DNS resolution failures for company.com,Port [port_number] on switch SW-ACCESS-02 non-functional. 40 devices disconnected.,Network,Medium,Corrected VLAN [vlan_id] configuration on SW-ACCESS-02. Inter-VLAN routing restored.,2026-02-04 10:36:48,Resolved,38
TKT-000863,Switch port failure on SW-ACCESS-02,Wireless users in [area] unable to maintain stable connections. Signal strength degraded.,Network,Critical,Corrected VLAN [vlan_id] configuration on SW-ACCESS-02. Inter-VLAN routing restored.,2025-09-17 10:36:48,Resolved,37
TKT-000864,Role-based access review required,Service account 38 password expired. [dependent_services] services affected.,Access Management,Critical,Reset service account 17 password. Updated [dependent_services] service configurations.,2025-11-26 10:36:48,Closed,5
TKT-000865,Routing table corruption on [router],Users in Branch Office experiencing intermittent connectivity. Packet loss at 83% detected.,Network,High,Expanded DHCP pool range for subnet [subnet]. Additional 9 IP addresses available.,2025-10-22 10:36:48,Closed,51
TKT-000866,Replication lag in AnalyticsDB cluster,Scheduled backup for UserDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2025-09-11 10:36:48,Resolved,38
TKT-000867,Multi-factor authentication setup,Privileged account audit requested for compliance. 5 admin accounts to review.,Access Management,Medium,Configured MFA for sarah.johnson using [device_type]. Authentication testing successful.,2025-11-15 10:36:48,Resolved,50
TKT-000868,Database backup failed for UserDB,Transaction log for CustomerDB at 71% capacity. Write operations may fail soon.,Database,Medium,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2025-03-26 10:36:48,Closed,53
TKT-000869,Memory leak detected on PROD-WEB-01,Hardware diagnostic reports failure on FILE-SRV-01. Component replacement required. Service impact expected.,Infrastructure,Critical,Restarted API Service service and verified functionality. Implemented monitoring alerts for early detection.,2025-04-03 10:36:48,Resolved,59
TKT-000870,High latency on network segment [segment],Port [port_number] on switch SW-MGMT-01 non-functional. 15 devices disconnected.,Network,High,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,2026-03-18 10:36:48,Resolved,53
TKT-000871,Memory leak detected on MAIL-SRV-02,Server DB-SERVER-02 showing 100% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Medium,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2025-04-07 10:36:48,Closed,60
TKT-000872,Unauthorized access attempt on AWS Console,User john.doe reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,Critical,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,2025-06-06 10:36:48,Resolved,13
TKT-000873,API timeout in Salesforce,Integration between Jenkins and Mail Service broken. Data exchange failing with error ERR_001.,Application,High,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,2025-11-21 10:36:48,Closed,39
TKT-000874,Database space running low - UserDB,Deadlock frequency increased on UserDB. 35 deadlocks in past [timeframe].,Database,High,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2025-06-25 10:36:48,Closed,59
TKT-000875,VM migration required for FILE-SRV-01,VM VM-DB-01 requires migration due to host maintenance. Service window needed to prevent downtime.,Infrastructure,Low,Scheduled maintenance window. Successfully migrated VM with zero data loss.,2025-12-01 10:36:48,Resolved,58
